FID,ogc_fid,name,description,timestamp,begin,end,altitudemode,tessellate,extrude,visibility,draworder,icon,id,nombre,descripcion,direccion,url,email,contacto,horarios,precios,titularidad,tarjetajoven,accesopmr,tlfcontacto,infoesp,wkb_geometry,VEINTICUATROHORAS,fiabilidad_pct
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e59,6220758,,,,,,,-1,0,-1,,,80083,DEA_805,PROMALAGA PÍNDOLA (AVDA Mª VICTORIA ATENCIA S/N) (CENTESIMAL),"AVENIDA MARÍA VICTORIA ATENCIA, 19",,areainnovacion@malaga.eu,,8:00-15:00H (L-V NO FESTIVOS),,PRIVADA,No,No,,,POINT (-4.48581319242871 36.72612578081312),No,69
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e58,6220759,,,,,,,-1,0,-1,,,79639,DEA_789,TOTEM AVENIDA DE PLUTARCO,"AVENIDA DE PLUTARCO, 18",,jtoscano@malaga.eu,,24H,,MUNICIPAL,No,No,,,POINT (-4.479421717342211 36.721356096713684),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e57,6220760,,,,,,,-1,0,-1,,,12905,DEA_446,EDUCACION CEIP PROFESOR TIERNO GALVAN (SALA PROFESORES),"CALLE ESQUILO, 4",,29011618.edu@juntadeandalucia.es,,"LUNES A VIERNES DE 7:30 A 20:00 (los días con actividades extraescolares)
",,PRIVADA,No,No,951298771,,POINT (-4.48473197180459 36.722138204739096),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e56,6220761,,,,,,,-1,0,-1,,,3634,DEA_084,C. DEPORTIVO Estadio Atletismo Ciudad de Málaga (recepcion),"CALLE MIGUEL DE MÉRIDA NICOLICH, 2",,chernandez@malaga.eu,,08:00 a 22:30 h.,,MUNICIPAL,No,No,951928538,,POINT (-4.458689202982858 36.68043372093838),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e55,6220762,,,,,,,-1,0,-1,,,8454,DEA_255,C. Deportivo  MARTÍN CARPENA(recepción),"CALLE MIGUEL DE MÉRIDA NICOLICH, 2",,igcamarero@malaga.eu,,"L-V 7:30 a 22:00h
S 8:00 a 22:00h",,PRIVADA,No,No,952176392,,POINT (-4.459771362608101 36.68233479901969),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e54,6220763,,,,,,,-1,0,-1,,,12584,DEA_454,TOTEM (Avda. Plutarco),"AVENIDA DE PLUTARCO, 75",,jtoscano@malaga.eu,,24 h.,,MUNICIPAL,No,No,682760873,,POINT (-4.47439888463976 36.721187578560915),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e53,6220764,,,,,,,-1,0,-1,,,4001,DEA_575,Club deportivo fútbol El Romeral. Oficinas,"CALLE NAVARRO LEDESMA, 235",,clubdeportivoromeral@hotmail.com,,17:00 HORAS DE LUNES A VIERNES. DESDE LAS 09:00 SABADOS Y DOMINGOS,,PRIVADA,No,No,951931998,,POINT (-4.478382480772812 36.72423308839116),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e52,6220765,,,,,,,-1,0,-1,,,7027,DEA_674,"UMA Aulario ""López de Peñalver"" (Junto conserjería)","CALLE DE JIMÉNEZ FRAUD, 10",,,,08:00 a 21:00 horario lectivo,,OTRAS,No,No,952132298,,POINT (-4.475774265624844 36.71798280927183),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e51,6220766,,,,,,,-1,0,-1,,,3761,DEA_146,"Palacio de Ferias y Congresos (Pabellón 2, plt baja, junto aseos)","AVENIDA DE JOSÉ ORTEGA Y GASSET, 201",,lviedma@fycma.com,,24h.,,MUNICIPAL,No,No,636962098,,POINT (-4.460870523198522 36.705647395360806),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e50,6220767,,,,,,,-1,0,-1,,,8346,DEA_252,EMPRESA Palacio de Ferias y Congresos FYCMA. (Pasillo central planta 5ª),"AVENIDA DE JOSÉ ORTEGA Y GASSET, 201",,info@fycma.com,,L a V 8:30 a 18:30,,PRIVADA,No,No,952045500,,POINT (-4.459135028455327 36.705137630370814),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e4f,6220768,,,,,,,-1,0,-1,,,8348,DEA_253,EMPRESA Palacio de Ferias y Congresos de Málaga. FYCMA (Junto a Aseos 1+2  ),"AVENIDA DE JOSÉ ORTEGA Y GASSET, 201",,info@fycma.com,,L a V 08:30 a18:30,,PRIVADA,No,No,952045500,,POINT (-4.459918439976312 36.70646678602964),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e4e,6220769,,,,,,,-1,0,-1,,,8349,DEA_254,EMPRESA Palacio de Ferias y Congresos. FYCMA (Vestíbulo de entrada),"AVENIDA DE JOSÉ ORTEGA Y GASSET, 201",,info@fycma.com,,L a V 08:30 a 18:30,,PRIVADA,No,No,952045500,,POINT (-4.4590579465431075 36.704820579490104),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e4d,6220770,,,,,,,-1,0,-1,,,6667,DEA_198,TOTEM (Plaza de la Constitución nº9),"PLAZA DE LA CONSTITUCIÓN, 9",,jtoscano@malaga.eu,,24 horas,,MUNICIPAL,No,No,,,POINT (-4.421974100307332 36.72130995656892),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e4c,6220771,,,,,,,-1,0,-1,,,74507,DEA_755,"PARQUE AUXILIAR HERMANAS BRONTE (GARITA VIGILANCIA (Puesto de control de acceso, entrada
del centro)","CALLE HERMANAS BRONTË, 87",,,,"8:00h – 15:00h (8:00h – 14:00h horario de verano).
Posibilidad de acceso 24h contactando con Puesto de
Báscula. 
",,PRIVADA,No,No,664354600,,POINT (-4.4656935643843925 36.69493622181918),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e4b,6220772,,,,,,,-1,0,-1,,,12467,DEA_451,"TOTEM (C/ Corregidor Francisco de Molina,1)","CALLE CORREGIDOR FRANCISCO DE MOLINA, 1",,jtoscano@malaga.eu,,24 h.,,MUNICIPAL,No,No,,,POINT (-4.447969769490969 36.71367659634347),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e4a,6220773,,,,,,,-1,0,-1,,,12025,DEA_380,CENTRO CIUDADANO CORTIJO ALTO (entrando a la derecha),"CALLE DE QUASIMODO, 21",,franciscobollero@gmail.com,,L a V 10:00 a 12:00 y 17:30 a 20:00 h.,,MUNICIPAL,No,No,649787719,,POINT (-4.465234401312203 36.71099874388592),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e49,6220774,,,,,,,-1,0,-1,,,4222,DEA_530,CENTRO DE SALUD Capuchinos ( consulta 3),"CALLE ACTRIZ ROSARIO PINO, 1",,direccion.d.malaga.sspa@juntadeandalucia.es,,L a V de 8 a 20 h,,AUTONOMICA,No,No,951308841,,POINT (-4.424731064496144 36.73158470522271),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e48,6220775,,,,,,,-1,0,-1,,,13726,DEA_510,POLICIA LOCAL TERRITORIAL GIAA,"CALLE ACTRIZ ROSARIO PINO, 1",,famartin@malaga.eu,,24 H.,,MUNICIPAL,No,No,638127915,,POINT (-4.4248505653600425 36.73090522903684),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e47,6220776,,,,,,,-1,0,-1,,,3688,DEA_141,Jefatura de Policia El Palo (entrada a la izquierda),"AVENIDA DE SALVADOR ALLENDE, 161",,policialocaleste@malaga.eu,,24 horas.,,MUNICIPAL,No,No,951927520,,POINT (-4.353138650485963 36.71826099933952),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e46,6220777,,,,,,,-1,0,-1,,,4226,DEA_534,CENTRO DE SALUD Carranque- Rehabilitación ( consulta 6),"CALLE VIRGEN INMACULADA, 15",,direccion.d.malaga.sspa@juntadeandalucia.es,,L a V de 8 a 20 h,,AUTONOMICA,No,No,951308644,,POINT (-4.441792656925996 36.716991077728174),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e45,6220778,,,,,,,-1,0,-1,,,10327,DEA_641,EMPRESA HOTEL SOHO BOUTIQUE CASTILLO DE SANTA CATALINA (recepción),"CALLE RAMOS CARRIÓN, 38",,fomcastillo@sohohoteles.com,,24h,,PRIVADA,No,No,952212700,,POINT (-4.3938956937817855 36.72532710283159),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e44,6220779,,,,,,,-1,0,-1,,,6828,DEA_564,METRO Estación El Cónsul,"AVENIDA DE JENOFONTE, 20",,j.ocana@metromalaga.es,,24h.,,PRIVADA,No,No,952061641,,POINT (-4.48444709709579 36.71703794468481),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e43,6220780,,,,,,,-1,0,-1,,,6761,DEA_603,"EMPRESA Centro Comercial Rosaleda (Planta baja,  frente a la entrada al hipermercado).","AVENIDA DE SIMÓN BOLÍVAR, 26",,gerente@ccrosaleda.com,,"L–S y festivos de apertura:  8.30h-0.00h
D: 11.00h-0.00h
",,PRIVADA,No,No,952280500,,POINT (-4.431960609705938 36.73500365198805),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e42,6220781,,,,,,,-1,0,-1,,,4225,DEA_533,CENTRO DE SALUD Carranque- Salud Mental(entrada),"CALLE VIRGEN INMACULADA, 2",,direccion.d.malaga.sspa@juntadeandalucia.es,,L a V de 8 a 20 h,,AUTONOMICA,No,No,951924389,,POINT (-4.442576894554257 36.718305453287265),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e41,6220782,,,,,,,-1,0,-1,,,4221,DEA_528,CENTRO DE SALUD Limonar ( Consulta 7),"CALLE REPÚBLICA ARGENTINA, 4",,direccion.d.malaga.sspa@juntadeandalucia.es,,L  a V de 8 a 20 horas,,AUTONOMICA,No,No,951308355,,POINT (-4.399302591748607 36.725991109811304),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e40,6220783,,,,,,,-1,0,-1,,,10397,DEA_273,TOTEM (PTA - Graham Bell),"CALLE GRAHAM BELL, 6",,jtoscano@malaga.eu,,24 h.,,MUNICIPAL,No,No,,,POINT (-4.547495657749267 36.73365265850817),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e3f,6220784,,,,,,,-1,0,-1,,,9206,DEA_261,Parque Auxiliar Hermanas Bronte (Garita vigilancia Puesto Control acceso),"CALLE HERMANAS BRONTË, 43",,egranadosm@limpiezademalaga.es   sjimenezm@limpiezademalaga.es,,"Posibilidad de acceso 24h contactando con Puesto de Control
de Acceso.",,PRIVADA,No,No,664354600,,POINT (-4.4668808688353785 36.69509441142946),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e3e,6220785,,,,,,,-1,0,-1,,,79083,DEA_785,EMPRESA TECMAGLOS (recepción),"CALLE RIGOLETTO, 10",,gerente@tecmaglos.es,,7:00-15:00,,PRIVADA,No,No,,,POINT (-4.4701089982009865 36.70752927440354),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e3d,6220786,,,,,,,-1,0,-1,,,3757,DEA_128,Promalaga (incubadora) ( en la entrada),"CALLE DE LA GITANILLA, 17",,manuelramos@promalaga.es,,L a V 8:00 a 15:00h.,,MUNICIPAL,No,No,639703346,,POINT (-4.496598835423003 36.70247562646858),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e3c,6220787,,,,,,,-1,0,-1,,,11664,DEA_376,Centro Servicios Sociales CHURRIANA,"CALLE MAESTRO USANDIZAGA, 15",,lclaro@malaga.eu,,L a V 9:00 a 14:00h. y L a J 15:00 a 20:00h.,,MUNICIPAL,No,No,,,POINT (-4.503736557881419 36.662264764833516),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e3b,6220788,,,,,,,-1,0,-1,,,13728,DEA_512,CENTRO CIUDADANO PLAZA MONTAÑO,"CALLE DOS ACERAS, 23",,arrabal@arrabalempleo.org,,"L a J 9:00 a 14:00 y 16:00 a 19:00 h.
V 9:00 a 14:00 h.",,MUNICIPAL,No,No,952300500,,POINT (-4.420637395521639 36.725650652324454),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e3a,6220789,,,,,,,-1,0,-1,,,14225,DEA_700,MERCADO ATARAZANAS,"CALLE ATARAZANAS, 10",,dfcaparros@malaga.eu,,L a S de 8:00 a 15:00h.,,MUNICIPAL,No,No,690366106,,POINT (-4.424164025461718 36.71817480393967),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e39,6220790,,,,,,,-1,0,-1,,,7268,DEA_233,Centro Ciudadano Cortijo de Mazas (Entrada),"CALLE SIERRA DE GATA, 18",,majparra@malaga.eu,,De 9:00 a 13:00 y 17:00 a 21:00h.,,MUNICIPAL,No,No,649964684,,POINT (-4.5008901381738955 36.64934280530211),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e38,6220791,,,,,,,-1,0,-1,,,3194,DEA_039,Bomberos Churriana (En los vestuarios),"CALLE ESCRITORA CARMEN BRAVO-VILLASANTE, 16",,cgabani@malaga.eu,,24 horas,,MUNICIPAL,No,No,951929560,,POINT (-4.512912228248502 36.66754349013154),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e37,6220792,,,,,,,-1,0,-1,,,11806,DEA_393,TOTEM (Asisa),"PASEO MARÍTIMO ANTONIO BANDERAS, 5",,jtoscano@malaga.eu,,24 h.,,MUNICIPAL,No,No,682760873,,POINT (-4.4379715486801485 36.6962065892322),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e36,6220793,,,,,,,-1,0,-1,,,3765,DEA_151,Policía Local Churriana. (Recepción),"CALLE SEDELLA, 38",,polocialocalchurriana@malaga.eu - jamartin@malaga.eu,,24h,,MUNICIPAL,No,No,951929480,,POINT (-4.503123060722997 36.66213157104947),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e35,6220794,,,,,,,-1,0,-1,,,3516,DEA_659,UMA Facultad de Ciencias de la Salud (Conserjería),"CALLE ARQUITECTO FRANCISCO PEÑALOSA, 3",,,,"L a V de 8 a 21 h.(Lectivo)
",,UMA,No,No,951952801,,POINT (-4.500081207249269 36.71539639637006),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e34,6220795,,,,,,,-1,0,-1,,,3513,DEA_653,UMA E.T.S.I. Industriales (Conserjería),"CALLE ARQUITECTO FRANCISCO PEÑALOSA, 6",,,,"L-M-X-J-V de 8 a 21 h.
",,UMA,No,No,951952350,,POINT (-4.492540920087267 36.715171479614725),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e33,6220796,,,,,,,-1,0,-1,,,7006,DEA_670,"UMA Edif. Ada Byron (Entrando edificio,  izquierda  2ª columna).","CALLE ARQUITECTO FRANCISCO PEÑALOSA, 18",,,,L - V 08:.00 a 21:00,,OTRAS,No,No,951952983,,POINT (-4.500105081972706 36.716629682503296),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e32,6220797,,,,,,,-1,0,-1,,,3942,DEA_576,EDUCACIÓN CE Diocesano San Vicente Paúl,"CALLE LA UNIÓN, 81",,relacionesexternas@fundacionvictoria.edu.es,,L a V 7:30 a 17:00h ( periodo escolar),,PRIVADA,No,No,952311078,,POINT (-4.44328481012472 36.70876461346819),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e31,6220798,,,,,,,-1,0,-1,,,3635,DEA_085,CULTURA MUPAM. (Entrada),"PASEO DE REDING, 1",,smfernandez@malaga.eu,,De Martes a Domingo de 10:00  a 20:00 horas,,MUNICIPAL,No,No,951926052,,POINT (-4.412478474585358 36.72119442385473),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e30,6220799,,,,,,,-1,0,-1,,,3962,DEA_542,DIPUTACIÓN edificio A (conserjería),"CALLE PACÍFICO, 54",,fjmanzano@malaga.es,,08:00h a 15:00h De L a V,,PRIVADA,No,No,952133780,,POINT (-4.444051555031131 36.689007133293444),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e2f,6220800,,,,,,,-1,0,-1,,,11945,DEA_350,POLICIA LOCAL TERRITORIAL CRUZ DE HUMILLADERO,"CALLE VIRGEN DE LA FUENSANTA, 1",,famartin@malaga.eu,,24 H,,MUNICIPAL,No,No,638127915,,POINT (-4.443338924294314 36.7145180544516),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e2e,6220801,,,,,,,-1,0,-1,,,3215,DEA_037,Bomberos Las Piramides (Recepción a la derecha),"CAMINO DEL PATO, 35",,cgabani@malaga.eu,,24 horas,,MUNICIPAL,No,No,951929560,,POINT (-4.452960264103958 36.686260373467455),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e2d,6220802,,,,,,,-1,0,-1,,,12525,DEA_354,BOMBEROS (Parque Las Pirámides)(R3-8303 HFL),"CAMINO DEL PATO, 35",,scgalvez@malaga.eu,,24 h.,,MUNICIPAL,No,No,951928987,,POINT (-4.452989241688128 36.68622663018898),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e2c,6220803,,,,,,,-1,0,-1,,,8484,DEA_618,EMPRESA SALUD FARMACIA CASTRO NOGALES,"CAMINO DEL PATO, 21",,administracion@farmaciacastronogales.com,,L-V 8:00- 21:00//S 9:30- 14:30,,PRIVADA,No,No,952240695,,POINT (-4.451528676026242 36.68871189871861),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e2b,6220804,,,,,,,-1,0,-1,,,6664,DEA_195,"TOTEM (Paseo Marítimo Pablo Ruiz Picasso, frente al nº12)","PASEO MARÍTIMO PABLO RUIZ PICASSO, 12",,jtoscano@malaga.eu,,24 horas,,MUNICIPAL,No,No,,,POINT (-4.405898742967003 36.71990671372329),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e2a,6220805,,,,,,,-1,0,-1,,,4261,DEA_586,EMPRESA HOTEL Gran Hotel Miramar,"PASEO DE REDING, 24",,direccion.miramar@h-santos.es,,24h.,,PRIVADA,No,No,952603003,,POINT (-4.40766975855922 36.72052715849296),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e29,6220806,,,,,,,-1,0,-1,,,3629,DEA_079,CULTURA Jardín Botánico (recepción),"CAMINO DEL JARDÍN BOTÁNICO, 3",,ctriano@malaga.eu,,"Invierno 9:30 - 17:30
Verano 9:30 - 20:30",,MUNICIPAL,No,No,951926180,,POINT (-4.426424220276561 36.75972421942925),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e28,6220807,,,,,,,-1,0,-1,,,9824,DEA_632,EDUCACION CE I.E.S. SANTA BARBARA,"AVENIDA DE EUROPA, 128",,,,DE 8:00 A 21:45 H PERIODO LECTIVO.,,PRIVADA,No,No,951298434,,POINT (-4.461009499508079 36.695389634159426),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e27,6220808,,,,,,,-1,0,-1,,,3961,DEA_541,DIPUTACION edificio B (conserjería),"CALLE PACÍFICO, 52",,fjmanzano@malaga.es,,24 horas.,,PRIVADA,No,No,952133500,,POINT (-4.444338319130781 36.68850368832024),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e26,6220809,,,,,,,-1,0,-1,,,8712,DEA_258,TOTEM (Pacífico 43),"CALLE PACÍFICO, 43",,jtoscano@malaga.eu,,24h,,MUNICIPAL,No,No,,,POINT (-4.441055819999208 36.692143885219664),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e25,6220810,,,,,,,-1,0,-1,,,7141,DEA_214,"Centro Social de Mayores Antonio Martero ·El Seneca"" (Entrada a la izquierda)","CALLE LA UNIÓN, 35",,enri-merche@hotmail.com,,L a V 10:00 a 13:00 y 17:00 a 19:00 h.,,MUNICIPAL,No,No,672389386,,POINT (-4.4381913970156335 36.711023215667325),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e24,6220811,,,,,,,-1,0,-1,,,3641,DEA_131,Centro Social  Rafael Gonzalez  Luna(Recepción),"CALLE VIRGEN DE LA CANDELARIA, 2",,F.A.P.CIUDADANOS@GMAIL.COM,,L a V de 9:00 a 21:00 h,,MUNICIPAL,No,No,,,POINT (-4.4479928465026575 36.718502468044676),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e23,6220812,,,,,,,-1,0,-1,,,7845,DEA_239,"TOTEM (Paseo Marítimo Ciudad de Melilla, 10)","PASEO MARÍTIMO CIUDAD DE MELILLA, 10",,jtoscano@malaga.eu,,24H,,MUNICIPAL,No,No,,,POINT (-4.412723069518954 36.71554262529306),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e22,6220813,,,,,,,-1,0,-1,,,7264,DEA_229,Centro Ciudadano Jorge Macias (Recepción),"CALLE DOCTOR GÁLVEZ MOLL, 5",,lgguillen@malaga.eu,,L a V 9:00 a 20:00 h.,,MUNICIPAL,No,No,670549502,,POINT (-4.427194626463506 36.73911369070485),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e21,6220814,,,,,,,-1,0,-1,,,14285,DEA_715,BIBLIOTECA MUNICIPAL ALBERTO JIMENEZ FRAUD,"CALLE DOCTOR GÁLVEZ MOLL, 15",,mcarabias@malaga.eu//biblio.ajimenezfraud.malaga.eu,,"INV. L a V 9:30 a 14:00 
M y J 16:30 a 20:30",,MUNICIPAL,No,No,951926105,,POINT (-4.429003173414916 36.73943721413092),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e20,6220815,,,,,,,-1,0,-1,,,3196,DEA_067,Parking Cervantes. Dentro Cabina (recepción),"CALLE CERVANTES, 6",,,,08:00-22:00,,MUNICIPAL,No,No,952217985,,POINT (-4.409908525087684 36.72022472231083),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e1f,6220816,,,,,,,-1,0,-1,,,8713,DEA_259,TOTEM (Plaza Malagueta),"PLAZA DE LA MALAGUETA, 1",,jtoscano@malaga.eu,,24h.,,MUNICIPAL,No,No,,,POINT (-4.409786947507952 36.71814890594826),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e1e,6220817,,,,,,,-1,0,-1,,,4125,DEA_190,C. Deportivo Ciudad Jardín (recepción),"PLAZA DE JOHN F. KENNEDY, 3",,areadeporte@malaga.eu,,"L a V : 08:00-23:00h, S 09:00-22:00 h.
D: 09:00 - 14:00h. y 15:00-22:00h.",,MUNICIPAL,No,No,951929201,,POINT (-4.4237397340031785 36.75031923660945),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e1d,6220818,,,,,,,-1,0,-1,,,14744,DEA_731,POLIDEPORTIVO CIUDAD JARDIN,"PLAZA DE JOHN F. KENNEDY, 3",,ansanz@malaga.eu,,L a V 9:00 a 14:00 h.,,MUNICIPAL,No,No,951929201,,POINT (-4.423742817906694 36.75005844385397),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e1c,6220819,,,,,,,-1,0,-1,,,7870,DEA_247,"TOTEM (Puerto, Palmeral de las Sorpresas, junto a cafetería “Granier”)","PASEO DE LOS CURAS, 2",,jtoscano@malaga.eu,,24h,,MUNICIPAL,No,No,,,POINT (-4.415654946183261 36.71830091930944),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e1b,6220820,,,,,,,-1,0,-1,,,3769,DEA_155,OMAC  Churriana,"PLAZA DE LA INMACULADA, 11",,DNAVAS@MALAGA.EU,,"L-V de  7:30 a 15:00 horas.
",,MUNICIPAL,No,No,951926048,,POINT (-4.503154525922354 36.66932149924918),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e1a,6220821,,,,,,,-1,0,-1,,,3621,DEA_071,ADMÓN CIFAL Málaga- entrando a la izquierda,"AVENIDA DE CERVANTES, 1",,administracion@cifalmalaga.org//info@cifalmalaga.org,,De lunes a viernes de 10:00 - 14:00 horas,,MUNICIPAL,No,No,951313954,,POINT (-4.416489955777893 36.71971135344743),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e19,6220822,,,,,,,-1,0,-1,,,7128,DEA_688,"UMA RECTORADO (PARQUE). Entrando, a la izquierda, junto a la puerta de Conserjería.","AVENIDA DE CERVANTES, 2",,,,"Días lectivos de 08:00h a 21:00h
Del 10 de julio, de 08:00 a 15:00 horas. Todos los centros y edificios de la UMA permanecerán cerrados en Navidad, Semana Santa y, las 3 primeras semanas de agosto.",,UMA,No,No,952137006,,POINT (-4.416035374151406 36.719880430217046),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e18,6220823,,,,,,,-1,0,-1,,,14146,DEA_695,POLICIA LOCAL AYUNTAMIENTO. (RETEN),"AVENIDA DE CERVANTES, 4",,famartin@malaga.eu,,24 h.,,MUNICIPAL,No,No,951927044,,POINT (-4.4149300924075785 36.72014324701212),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e17,6220824,,,,,,,-1,0,-1,,,13686,DEA_339,Centro de Recursos Asociativos,"CALLE BOLIVIA, 63",,presidentezegui@gmail.com,,L-V 09:00-13:00 H.,,MUNICIPAL,No,No,952291570,,POINT (-4.377897576327103 36.72165965613851),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e16,6220825,,,,,,,-1,0,-1,,,80046,DEA_802,TOTEM CALLE ESCRITOR JULIO BALBAS,"CALLE DEL ESCRITOR JULIO BALBAS, 16",,jtoscano@malaga.eu,,,,MUNICIPAL,No,No,,,POINT (-4.49897031824577 36.66182098627876),Si,92
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e15,6220826,,,,,,,-1,0,-1,,,3762,DEA_148,Junta Municipal Bailén Miraflores. Junto a la OMAC,"CALLE MARTÍNEZ MALDONADO, 58",,lagonzalez@malaga.eu,,De 8:00 a 15:00 horas.,,MUNICIPAL,No,No,951926919,,POINT (-4.4386942734494355 36.721593408277776),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e14,6220827,,,,,,,-1,0,-1,,,14271,DEA_713,Centro Servicios Sociales CRUZ DE HUMILLADERO,"CALLE FERNÁNDEZ FERMINA, 7",,epastor@malaga.eu//css6@malaga.eu,,L-V 09:00 a 14:00 h.,,MUNICIPAL,No,No,,,POINT (-4.440905219116301 36.713609337839046),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e13,6220828,,,,,,,-1,0,-1,,,3945,DEA_583,EDUCACIÓN CE CPD Obispo San Patricio,"CALLE ABOGADO FEDERICO ORELLANA TOLEDANO, 4",,direccion.obisposanpatricio@fundacionvictoria.edu.es,,L a V 08:30-18:00h (Periodo lectivo),,PRIVADA,No,No,952314896,,POINT (-4.439093608865986 36.70248162236774),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e12,6220829,,,,,,,-1,0,-1,,,3949,DEA_582,EDUCACIÓN CE Fundación Victoria (Recepción: Entrando a la derecha),"CALLE CONDE DE TENDILLA, 26",,relacionesexternas@fundacionvictoria.edu.es,,L a V de 08:0 a 15:00 (Periodo lectivo),,PRIVADA,No,No,952260049,,POINT (-4.412430345301716 36.729967917995864),No,82
da_desfibriladores.fid--3b3f458b_19e3a8482f8_-1e11,6220830,,,,,,,-1,0,-1,,,3182,DEA_026,"BIBLIOTECA "" Bernabé Fernández Canivell""  EL Palo (Sala general)","CALLE PRACTICANTE PEDRO ROMÁN, 7",,jmoncada@malaga.eu,,"L-M-X-J-V 09:30 a 14:00 h 
L y X 16:30-20:30
S 09:00-14:00",,MUNICIPAL,No,No,951926110,,POINT (-4.374520734135047 36.7216490457592),No,82
